	source	target	weight
18564	Aspartate carbamoyltransferase	Pyridoxal 5'-phosphate synthase subunit Pdx1	1
18565	Aspartate carbamoyltransferase	Nucleoside transporter 2	1
18566	Aspartate carbamoyltransferase	Threonine--tRNA ligase	1
18567	Aspartate carbamoyltransferase	Casein kinase 2, alpha subunit	1
18568	Aspartate carbamoyltransferase	60S ribosomal protein L17, putative	1
18569	Aspartate carbamoyltransferase	Eukaryotic translation initiation factor 3 subunit C	1
18570	Aspartate carbamoyltransferase	60S ribosomal protein L24, putative	1
18571	Aspartate carbamoyltransferase	Hexokinase	1
18572	Aspartate carbamoyltransferase	cAMP-dependent protein kinase regulatory subunit	1
18573	Aspartate carbamoyltransferase	Ubiquitin-60S ribosomal protein L40	1
18574	Aspartate carbamoyltransferase	Parasite-infected erythrocyte surface protein	1
18575	Aspartate carbamoyltransferase	GTP-binding nuclear protein Ran	1
18576	Aspartate carbamoyltransferase	Coatomer alpha subunit, putative	1
18577	Aspartate carbamoyltransferase	60S ribosomal protein L21	1
18578	Aspartate carbamoyltransferase	Calcium-dependent protein kinase 4	1
18579	Aspartate carbamoyltransferase	60S ribosomal protein L14, putative	1
18580	Aspartate carbamoyltransferase	Ubiquitin-conjugating enzyme E2	1
18581	Aspartate carbamoyltransferase	ATP-dependent RNA helicase UAP56	1
18582	Aspartate carbamoyltransferase	Polyadenylate-binding protein	1
18583	Aspartate carbamoyltransferase	Elongation factor 1-gamma, putative	1
18584	Aspartate carbamoyltransferase	Protein transport protein SEC31	1
18585	Aspartate carbamoyltransferase	Proteasome subunit alpha type	1
18586	Aspartate carbamoyltransferase	Haloacid dehalogenase-like hydrolase	1
18587	Aspartate carbamoyltransferase	Heat shock protein 110, putative	1
18588	Aspartate carbamoyltransferase	HSP40, subfamily A, putative	1
18589	Aspartate carbamoyltransferase	60S ribosomal protein L23	1
18590	Aspartate carbamoyltransferase	Ring-infected erythrocyte surface antigen	1
18591	Aspartate carbamoyltransferase	Thioredoxin peroxidase 1	1
18592	Aspartate carbamoyltransferase	Thioredoxin-like protein	1
18593	Aspartate carbamoyltransferase	Signal recognition particle receptor, beta subunit	1
18594	Aspartate carbamoyltransferase	HAP protein	1
18595	Signal recognition particle receptor, beta subunit	Anamorsin homolog	1
18596	Signal recognition particle receptor, beta subunit	Lysophospholipase, putative	1
18597	Signal recognition particle receptor, beta subunit	60S ribosomal protein L10, putative	1
18598	Signal recognition particle receptor, beta subunit	60S ribosomal protein L30e, putative	1
18599	Signal recognition particle receptor, beta subunit	40S ribosomal protein S21	1
18600	Signal recognition particle receptor, beta subunit	Dipeptidyl aminopeptidase 1	1
18601	Signal recognition particle receptor, beta subunit	Insulinase, putative	1
18602	Signal recognition particle receptor, beta subunit	Phosphoribosylpyrophosphate synthetase	1
18603	Signal recognition particle receptor, beta subunit	Glutamine synthetase, putative	1
18604	Signal recognition particle receptor, beta subunit	Inner membrane complex sub-compartment protein 3	1
18605	Signal recognition particle receptor, beta subunit	Pyridoxal 5'-phosphate synthase subunit Pdx1	1
18606	Signal recognition particle receptor, beta subunit	Nucleoside transporter 2	1
18607	Signal recognition particle receptor, beta subunit	Threonine--tRNA ligase	1
18608	Signal recognition particle receptor, beta subunit	Casein kinase 2, alpha subunit	1
18609	Signal recognition particle receptor, beta subunit	60S ribosomal protein L17, putative	1
18610	Signal recognition particle receptor, beta subunit	Eukaryotic translation initiation factor 3 subunit C	1
18611	Signal recognition particle receptor, beta subunit	60S ribosomal protein L24, putative	1
18612	Signal recognition particle receptor, beta subunit	Hexokinase	1
18613	Signal recognition particle receptor, beta subunit	cAMP-dependent protein kinase regulatory subunit	1
18614	Signal recognition particle receptor, beta subunit	Ubiquitin-60S ribosomal protein L40	1
18615	Signal recognition particle receptor, beta subunit	Parasite-infected erythrocyte surface protein	1
18616	Signal recognition particle receptor, beta subunit	GTP-binding nuclear protein Ran	1
18617	Signal recognition particle receptor, beta subunit	Coatomer alpha subunit, putative	1
18618	Signal recognition particle receptor, beta subunit	60S ribosomal protein L21	1
18619	Signal recognition particle receptor, beta subunit	Calcium-dependent protein kinase 4	1
18620	Signal recognition particle receptor, beta subunit	60S ribosomal protein L14, putative	1
18621	Signal recognition particle receptor, beta subunit	Ubiquitin-conjugating enzyme E2	1
18622	Signal recognition particle receptor, beta subunit	ATP-dependent RNA helicase UAP56	1
18623	Signal recognition particle receptor, beta subunit	Polyadenylate-binding protein	1
18624	Signal recognition particle receptor, beta subunit	Elongation factor 1-gamma, putative	1
18625	Signal recognition particle receptor, beta subunit	Protein transport protein SEC31	1
18626	Signal recognition particle receptor, beta subunit	Proteasome subunit alpha type	1
18627	Signal recognition particle receptor, beta subunit	Haloacid dehalogenase-like hydrolase	1
18628	Signal recognition particle receptor, beta subunit	Heat shock protein 110, putative	1
18629	Signal recognition particle receptor, beta subunit	HSP40, subfamily A, putative	1
18630	Signal recognition particle receptor, beta subunit	60S ribosomal protein L23	1
18631	Signal recognition particle receptor, beta subunit	Ring-infected erythrocyte surface antigen	1
18632	Signal recognition particle receptor, beta subunit	Thioredoxin peroxidase 1	1
18633	Signal recognition particle receptor, beta subunit	Thioredoxin-like protein	1
18634	Signal recognition particle receptor, beta subunit	HAP protein	1
18635	Parasite-infected erythrocyte surface protein	Anamorsin homolog	1
18636	Parasite-infected erythrocyte surface protein	Lysophospholipase, putative	1
18637	Parasite-infected erythrocyte surface protein	60S ribosomal protein L10, putative	1
18638	Parasite-infected erythrocyte surface protein	60S ribosomal protein L30e, putative	1
18639	Parasite-infected erythrocyte surface protein	40S ribosomal protein S21	1
18640	Parasite-infected erythrocyte surface protein	Dipeptidyl aminopeptidase 1	1
18641	Parasite-infected erythrocyte surface protein	Insulinase, putative	1
18642	Parasite-infected erythrocyte surface protein	Phosphoribosylpyrophosphate synthetase	1
18643	Parasite-infected erythrocyte surface protein	Glutamine synthetase, putative	1
18644	Parasite-infected erythrocyte surface protein	Inner membrane complex sub-compartment protein 3	1
18645	Parasite-infected erythrocyte surface protein	Pyridoxal 5'-phosphate synthase subunit Pdx1	1
18646	Parasite-infected erythrocyte surface protein	Nucleoside transporter 2	1
18647	Parasite-infected erythrocyte surface protein	Threonine--tRNA ligase	1
18648	Parasite-infected erythrocyte surface protein	Casein kinase 2, alpha subunit	1
18649	Parasite-infected erythrocyte surface protein	60S ribosomal protein L17, putative	1
18650	Parasite-infected erythrocyte surface protein	Eukaryotic translation initiation factor 3 subunit C	1
18651	Parasite-infected erythrocyte surface protein	60S ribosomal protein L24, putative	1
18652	Parasite-infected erythrocyte surface protein	Hexokinase	1
18653	Parasite-infected erythrocyte surface protein	cAMP-dependent protein kinase regulatory subunit	1
18654	Parasite-infected erythrocyte surface protein	Ubiquitin-60S ribosomal protein L40	1
18655	Parasite-infected erythrocyte surface protein	GTP-binding nuclear protein Ran	1
18656	Parasite-infected erythrocyte surface protein	Coatomer alpha subunit, putative	1
18657	Parasite-infected erythrocyte surface protein	60S ribosomal protein L21	1
18658	Parasite-infected erythrocyte surface protein	Calcium-dependent protein kinase 4	1
18659	Parasite-infected erythrocyte surface protein	60S ribosomal protein L14, putative	1
18660	Parasite-infected erythrocyte surface protein	Ubiquitin-conjugating enzyme E2	1
18661	Parasite-infected erythrocyte surface protein	ATP-dependent RNA helicase UAP56	1
18662	Parasite-infected erythrocyte surface protein	Polyadenylate-binding protein	1
18663	Parasite-infected erythrocyte surface protein	Elongation factor 1-gamma, putative	1
18664	Parasite-infected erythrocyte surface protein	Protein transport protein SEC31	1
18665	Parasite-infected erythrocyte surface protein	Proteasome subunit alpha type	1
18666	Parasite-infected erythrocyte surface protein	Haloacid dehalogenase-like hydrolase	1
18667	Parasite-infected erythrocyte surface protein	Heat shock protein 110, putative	1
18668	Parasite-infected erythrocyte surface protein	HSP40, subfamily A, putative	1
18669	Parasite-infected erythrocyte surface protein	60S ribosomal protein L23	1
18670	Parasite-infected erythrocyte surface protein	Ring-infected erythrocyte surface antigen	1
18671	Parasite-infected erythrocyte surface protein	Thioredoxin peroxidase 1	1
18672	Parasite-infected erythrocyte surface protein	Thioredoxin-like protein	1
18673	Parasite-infected erythrocyte surface protein	HAP protein	1
18674	Coatomer alpha subunit, putative	Anamorsin homolog	1
18675	Coatomer alpha subunit, putative	Lysophospholipase, putative	1
18676	Coatomer alpha subunit, putative	60S ribosomal protein L10, putative	1
18677	Coatomer alpha subunit, putative	60S ribosomal protein L30e, putative	1
18678	Coatomer alpha subunit, putative	40S ribosomal protein S21	1
18679	Coatomer alpha subunit, putative	Dipeptidyl aminopeptidase 1	1
18680	Coatomer alpha subunit, putative	Insulinase, putative	1
18681	Coatomer alpha subunit, putative	Phosphoribosylpyrophosphate synthetase	1
18682	Coatomer alpha subunit, putative	Glutamine synthetase, putative	1
18683	Coatomer alpha subunit, putative	Inner membrane complex sub-compartment protein 3	1
18684	Coatomer alpha subunit, putative	Pyridoxal 5'-phosphate synthase subunit Pdx1	1
18685	Coatomer alpha subunit, putative	Nucleoside transporter 2	1
18686	Coatomer alpha subunit, putative	Threonine--tRNA ligase	1
18687	Coatomer alpha subunit, putative	Casein kinase 2, alpha subunit	1
18688	Coatomer alpha subunit, putative	60S ribosomal protein L17, putative	1
18689	Coatomer alpha subunit, putative	Eukaryotic translation initiation factor 3 subunit C	1
18690	Coatomer alpha subunit, putative	60S ribosomal protein L24, putative	1
18691	Coatomer alpha subunit, putative	Hexokinase	1
18692	Coatomer alpha subunit, putative	cAMP-dependent protein kinase regulatory subunit	1
18693	Coatomer alpha subunit, putative	Ubiquitin-60S ribosomal protein L40	1
18694	Coatomer alpha subunit, putative	GTP-binding nuclear protein Ran	1
18695	Coatomer alpha subunit, putative	60S ribosomal protein L21	1
18696	Coatomer alpha subunit, putative	Calcium-dependent protein kinase 4	1
18697	Coatomer alpha subunit, putative	60S ribosomal protein L14, putative	1
18698	Coatomer alpha subunit, putative	Ubiquitin-conjugating enzyme E2	1
18699	Coatomer alpha subunit, putative	ATP-dependent RNA helicase UAP56	1
18700	Coatomer alpha subunit, putative	Polyadenylate-binding protein	1
18701	Coatomer alpha subunit, putative	Elongation factor 1-gamma, putative	1
18702	Coatomer alpha subunit, putative	Protein transport protein SEC31	1
18703	Coatomer alpha subunit, putative	Proteasome subunit alpha type	1
18704	Coatomer alpha subunit, putative	Haloacid dehalogenase-like hydrolase	1
18705	Coatomer alpha subunit, putative	Heat shock protein 110, putative	1
18706	Coatomer alpha subunit, putative	HSP40, subfamily A, putative	1
18707	Coatomer alpha subunit, putative	60S ribosomal protein L23	1
18708	Coatomer alpha subunit, putative	Ring-infected erythrocyte surface antigen	1
18709	Coatomer alpha subunit, putative	Thioredoxin peroxidase 1	1
18710	Coatomer alpha subunit, putative	Thioredoxin-like protein	1
18711	Coatomer alpha subunit, putative	HAP protein	1
18712	Hexokinase	Anamorsin homolog	1
18713	Hexokinase	Lysophospholipase, putative	1
18714	Hexokinase	60S ribosomal protein L10, putative	1
18715	Hexokinase	60S ribosomal protein L30e, putative	1
18716	Hexokinase	40S ribosomal protein S21	1
18717	Hexokinase	Dipeptidyl aminopeptidase 1	1
18718	Hexokinase	Insulinase, putative	1
18719	Hexokinase	Phosphoribosylpyrophosphate synthetase	1
18720	Hexokinase	Glutamine synthetase, putative	1
18721	Hexokinase	Inner membrane complex sub-compartment protein 3	1
18722	Hexokinase	Pyridoxal 5'-phosphate synthase subunit Pdx1	1
18723	Hexokinase	Nucleoside transporter 2	1
18724	Hexokinase	Threonine--tRNA ligase	1
18725	Hexokinase	Casein kinase 2, alpha subunit	1
18726	Hexokinase	60S ribosomal protein L17, putative	1
18727	Hexokinase	Eukaryotic translation initiation factor 3 subunit C	1
18728	Hexokinase	60S ribosomal protein L24, putative	1
18729	Hexokinase	cAMP-dependent protein kinase regulatory subunit	1
18730	Hexokinase	Ubiquitin-60S ribosomal protein L40	1
18731	Hexokinase	GTP-binding nuclear protein Ran	1
18732	Hexokinase	60S ribosomal protein L21	1
18733	Hexokinase	Calcium-dependent protein kinase 4	1
18734	Hexokinase	60S ribosomal protein L14, putative	1
18735	Hexokinase	Ubiquitin-conjugating enzyme E2	1
18736	Hexokinase	ATP-dependent RNA helicase UAP56	1
18737	Hexokinase	Polyadenylate-binding protein	1
18738	Hexokinase	Elongation factor 1-gamma, putative	1
18739	Hexokinase	Protein transport protein SEC31	1
18740	Hexokinase	Proteasome subunit alpha type	1
18741	Hexokinase	Haloacid dehalogenase-like hydrolase	1
18742	Hexokinase	Heat shock protein 110, putative	1
18743	Hexokinase	HSP40, subfamily A, putative	1
18744	Hexokinase	60S ribosomal protein L23	1
18745	Hexokinase	Ring-infected erythrocyte surface antigen	1
18746	Hexokinase	Thioredoxin peroxidase 1	1
18747	Hexokinase	Thioredoxin-like protein	1
18748	Hexokinase	HAP protein	1
18749	Proteasome subunit alpha type	Anamorsin homolog	1
18750	Proteasome subunit alpha type	Lysophospholipase, putative	1
18751	Proteasome subunit alpha type	60S ribosomal protein L10, putative	1
18752	Proteasome subunit alpha type	60S ribosomal protein L30e, putative	1
18753	Proteasome subunit alpha type	40S ribosomal protein S21	1
18754	Proteasome subunit alpha type	Dipeptidyl aminopeptidase 1	1
18755	Proteasome subunit alpha type	Insulinase, putative	1
18756	Proteasome subunit alpha type	Phosphoribosylpyrophosphate synthetase	1
18757	Proteasome subunit alpha type	Glutamine synthetase, putative	1
18758	Proteasome subunit alpha type	Inner membrane complex sub-compartment protein 3	1
18759	Proteasome subunit alpha type	Pyridoxal 5'-phosphate synthase subunit Pdx1	1
18760	Proteasome subunit alpha type	Nucleoside transporter 2	1
18761	Proteasome subunit alpha type	Threonine--tRNA ligase	1
18762	Proteasome subunit alpha type	Casein kinase 2, alpha subunit	1
18763	Proteasome subunit alpha type	60S ribosomal protein L17, putative	1
18764	Proteasome subunit alpha type	Eukaryotic translation initiation factor 3 subunit C	1
18765	Proteasome subunit alpha type	60S ribosomal protein L24, putative	1
18766	Proteasome subunit alpha type	cAMP-dependent protein kinase regulatory subunit	1
18767	Proteasome subunit alpha type	Ubiquitin-60S ribosomal protein L40	1
18768	Proteasome subunit alpha type	GTP-binding nuclear protein Ran	1
18769	Proteasome subunit alpha type	60S ribosomal protein L21	1
18770	Proteasome subunit alpha type	Calcium-dependent protein kinase 4	1
18771	Proteasome subunit alpha type	60S ribosomal protein L14, putative	1
18772	Proteasome subunit alpha type	Ubiquitin-conjugating enzyme E2	1
18773	Proteasome subunit alpha type	ATP-dependent RNA helicase UAP56	1
18774	Proteasome subunit alpha type	Polyadenylate-binding protein	1
18775	Proteasome subunit alpha type	Elongation factor 1-gamma, putative	1
18776	Proteasome subunit alpha type	Protein transport protein SEC31	1
18777	Proteasome subunit alpha type	Haloacid dehalogenase-like hydrolase	1
18778	Proteasome subunit alpha type	Heat shock protein 110, putative	1
18779	Proteasome subunit alpha type	HSP40, subfamily A, putative	1
18780	Proteasome subunit alpha type	60S ribosomal protein L23	1
18781	Proteasome subunit alpha type	Ring-infected erythrocyte surface antigen	1
18782	Proteasome subunit alpha type	Thioredoxin peroxidase 1	1
18783	Proteasome subunit alpha type	Thioredoxin-like protein	1
18784	Proteasome subunit alpha type	HAP protein	1
18785	Haloacid dehalogenase-like hydrolase	Anamorsin homolog	1
18786	Haloacid dehalogenase-like hydrolase	Lysophospholipase, putative	1
18787	Haloacid dehalogenase-like hydrolase	60S ribosomal protein L10, putative	1
18788	Haloacid dehalogenase-like hydrolase	60S ribosomal protein L30e, putative	1
18789	Haloacid dehalogenase-like hydrolase	40S ribosomal protein S21	1
18790	Haloacid dehalogenase-like hydrolase	Dipeptidyl aminopeptidase 1	1
18791	Haloacid dehalogenase-like hydrolase	Insulinase, putative	1
18792	Haloacid dehalogenase-like hydrolase	Phosphoribosylpyrophosphate synthetase	1
18793	Haloacid dehalogenase-like hydrolase	Glutamine synthetase, putative	1
18794	Haloacid dehalogenase-like hydrolase	Inner membrane complex sub-compartment protein 3	1
18795	Haloacid dehalogenase-like hydrolase	Pyridoxal 5'-phosphate synthase subunit Pdx1	1
18796	Haloacid dehalogenase-like hydrolase	Nucleoside transporter 2	1
18797	Haloacid dehalogenase-like hydrolase	Threonine--tRNA ligase	1
18798	Haloacid dehalogenase-like hydrolase	Casein kinase 2, alpha subunit	1
18799	Haloacid dehalogenase-like hydrolase	60S ribosomal protein L17, putative	1
18800	Haloacid dehalogenase-like hydrolase	Eukaryotic translation initiation factor 3 subunit C	1
18801	Haloacid dehalogenase-like hydrolase	60S ribosomal protein L24, putative	1
18802	Haloacid dehalogenase-like hydrolase	cAMP-dependent protein kinase regulatory subunit	1
18803	Haloacid dehalogenase-like hydrolase	Ubiquitin-60S ribosomal protein L40	1
18804	Haloacid dehalogenase-like hydrolase	GTP-binding nuclear protein Ran	1
18805	Haloacid dehalogenase-like hydrolase	60S ribosomal protein L21	1
18806	Haloacid dehalogenase-like hydrolase	Calcium-dependent protein kinase 4	1
18807	Haloacid dehalogenase-like hydrolase	60S ribosomal protein L14, putative	1
18808	Haloacid dehalogenase-like hydrolase	Ubiquitin-conjugating enzyme E2	1
18809	Haloacid dehalogenase-like hydrolase	ATP-dependent RNA helicase UAP56	1
18810	Haloacid dehalogenase-like hydrolase	Polyadenylate-binding protein	1
18811	Haloacid dehalogenase-like hydrolase	Elongation factor 1-gamma, putative	1
18812	Haloacid dehalogenase-like hydrolase	Protein transport protein SEC31	1
18813	Haloacid dehalogenase-like hydrolase	Heat shock protein 110, putative	1
18814	Haloacid dehalogenase-like hydrolase	HSP40, subfamily A, putative	1
18815	Haloacid dehalogenase-like hydrolase	60S ribosomal protein L23	1
18816	Haloacid dehalogenase-like hydrolase	Ring-infected erythrocyte surface antigen	1
18817	Haloacid dehalogenase-like hydrolase	Thioredoxin peroxidase 1	1
18818	Haloacid dehalogenase-like hydrolase	Thioredoxin-like protein	1
18819	Haloacid dehalogenase-like hydrolase	HAP protein	1
18820	Insulinase, putative	Anamorsin homolog	1
18821	Insulinase, putative	Lysophospholipase, putative	1
18822	Insulinase, putative	60S ribosomal protein L10, putative	1
18823	Insulinase, putative	60S ribosomal protein L30e, putative	1
18824	Insulinase, putative	40S ribosomal protein S21	1
18825	Insulinase, putative	Dipeptidyl aminopeptidase 1	1
18826	Insulinase, putative	Phosphoribosylpyrophosphate synthetase	1
18827	Insulinase, putative	Glutamine synthetase, putative	1
18828	Insulinase, putative	Inner membrane complex sub-compartment protein 3	1
18829	Insulinase, putative	Pyridoxal 5'-phosphate synthase subunit Pdx1	1
18830	Insulinase, putative	Nucleoside transporter 2	1
18831	Insulinase, putative	Threonine--tRNA ligase	1
18832	Insulinase, putative	Casein kinase 2, alpha subunit	1
18833	Insulinase, putative	60S ribosomal protein L17, putative	1
18834	Insulinase, putative	Eukaryotic translation initiation factor 3 subunit C	1
18835	Insulinase, putative	60S ribosomal protein L24, putative	1
18836	Insulinase, putative	cAMP-dependent protein kinase regulatory subunit	1
18837	Insulinase, putative	Ubiquitin-60S ribosomal protein L40	1
18838	Insulinase, putative	GTP-binding nuclear protein Ran	1
18839	Insulinase, putative	60S ribosomal protein L21	1
18840	Insulinase, putative	Calcium-dependent protein kinase 4	1
18841	Insulinase, putative	60S ribosomal protein L14, putative	1
18842	Insulinase, putative	Ubiquitin-conjugating enzyme E2	1
18843	Insulinase, putative	ATP-dependent RNA helicase UAP56	1
18844	Insulinase, putative	Polyadenylate-binding protein	1
18845	Insulinase, putative	Elongation factor 1-gamma, putative	1
18846	Insulinase, putative	Protein transport protein SEC31	1
18847	Insulinase, putative	Heat shock protein 110, putative	1
18848	Insulinase, putative	HSP40, subfamily A, putative	1
18849	Insulinase, putative	60S ribosomal protein L23	1
18850	Insulinase, putative	Ring-infected erythrocyte surface antigen	1
18851	Insulinase, putative	Thioredoxin peroxidase 1	1
18852	Insulinase, putative	Thioredoxin-like protein	1
18853	Insulinase, putative	HAP protein	1
18854	40S ribosomal protein S21	Anamorsin homolog	1
18855	40S ribosomal protein S21	Lysophospholipase, putative	1
18856	40S ribosomal protein S21	60S ribosomal protein L10, putative	1
18857	40S ribosomal protein S21	60S ribosomal protein L30e, putative	1
18858	40S ribosomal protein S21	Dipeptidyl aminopeptidase 1	1
18859	40S ribosomal protein S21	Phosphoribosylpyrophosphate synthetase	1
18860	40S ribosomal protein S21	Glutamine synthetase, putative	1
18861	40S ribosomal protein S21	Inner membrane complex sub-compartment protein 3	1
18862	40S ribosomal protein S21	Pyridoxal 5'-phosphate synthase subunit Pdx1	1
18863	40S ribosomal protein S21	Nucleoside transporter 2	1
18864	40S ribosomal protein S21	Threonine--tRNA ligase	1
18865	40S ribosomal protein S21	Casein kinase 2, alpha subunit	1
18866	40S ribosomal protein S21	60S ribosomal protein L17, putative	1
18867	40S ribosomal protein S21	Eukaryotic translation initiation factor 3 subunit C	1
18868	40S ribosomal protein S21	60S ribosomal protein L24, putative	1
18869	40S ribosomal protein S21	cAMP-dependent protein kinase regulatory subunit	1
18870	40S ribosomal protein S21	Ubiquitin-60S ribosomal protein L40	1
18871	40S ribosomal protein S21	GTP-binding nuclear protein Ran	1
18872	40S ribosomal protein S21	60S ribosomal protein L21	1
18873	40S ribosomal protein S21	Calcium-dependent protein kinase 4	1
18874	40S ribosomal protein S21	60S ribosomal protein L14, putative	1
18875	40S ribosomal protein S21	Ubiquitin-conjugating enzyme E2	1
18876	40S ribosomal protein S21	ATP-dependent RNA helicase UAP56	1
18877	40S ribosomal protein S21	Polyadenylate-binding protein	1
18878	40S ribosomal protein S21	Elongation factor 1-gamma, putative	1
18879	40S ribosomal protein S21	Protein transport protein SEC31	1
18880	40S ribosomal protein S21	Heat shock protein 110, putative	1
18881	40S ribosomal protein S21	HSP40, subfamily A, putative	1
18882	40S ribosomal protein S21	60S ribosomal protein L23	1
18883	40S ribosomal protein S21	Ring-infected erythrocyte surface antigen	1
18884	40S ribosomal protein S21	Thioredoxin peroxidase 1	1
18885	40S ribosomal protein S21	Thioredoxin-like protein	1
18886	40S ribosomal protein S21	HAP protein	1
18887	Ubiquitin-conjugating enzyme E2	Anamorsin homolog	1
18888	Ubiquitin-conjugating enzyme E2	Lysophospholipase, putative	1
18889	Ubiquitin-conjugating enzyme E2	60S ribosomal protein L10, putative	1
18890	Ubiquitin-conjugating enzyme E2	60S ribosomal protein L30e, putative	1
18891	Ubiquitin-conjugating enzyme E2	Dipeptidyl aminopeptidase 1	1
18892	Ubiquitin-conjugating enzyme E2	Phosphoribosylpyrophosphate synthetase	1
18893	Ubiquitin-conjugating enzyme E2	Glutamine synthetase, putative	1
18894	Ubiquitin-conjugating enzyme E2	Inner membrane complex sub-compartment protein 3	1
18895	Ubiquitin-conjugating enzyme E2	Pyridoxal 5'-phosphate synthase subunit Pdx1	1
18896	Ubiquitin-conjugating enzyme E2	Nucleoside transporter 2	1
18897	Ubiquitin-conjugating enzyme E2	Threonine--tRNA ligase	1
18898	Ubiquitin-conjugating enzyme E2	Casein kinase 2, alpha subunit	1
18899	Ubiquitin-conjugating enzyme E2	60S ribosomal protein L17, putative	1
18900	Ubiquitin-conjugating enzyme E2	Eukaryotic translation initiation factor 3 subunit C	1
18901	Ubiquitin-conjugating enzyme E2	60S ribosomal protein L24, putative	1
18902	Ubiquitin-conjugating enzyme E2	cAMP-dependent protein kinase regulatory subunit	1
18903	Ubiquitin-conjugating enzyme E2	Ubiquitin-60S ribosomal protein L40	1
18904	Ubiquitin-conjugating enzyme E2	GTP-binding nuclear protein Ran	1
18905	Ubiquitin-conjugating enzyme E2	60S ribosomal protein L21	1
18906	Ubiquitin-conjugating enzyme E2	Calcium-dependent protein kinase 4	1
18907	Ubiquitin-conjugating enzyme E2	60S ribosomal protein L14, putative	1
18908	Ubiquitin-conjugating enzyme E2	ATP-dependent RNA helicase UAP56	1
18909	Ubiquitin-conjugating enzyme E2	Polyadenylate-binding protein	1
18910	Ubiquitin-conjugating enzyme E2	Elongation factor 1-gamma, putative	1
18911	Ubiquitin-conjugating enzyme E2	Protein transport protein SEC31	1
18912	Ubiquitin-conjugating enzyme E2	Heat shock protein 110, putative	1
18913	Ubiquitin-conjugating enzyme E2	HSP40, subfamily A, putative	1
18914	Ubiquitin-conjugating enzyme E2	60S ribosomal protein L23	1
18915	Ubiquitin-conjugating enzyme E2	Ring-infected erythrocyte surface antigen	1
18916	Ubiquitin-conjugating enzyme E2	Thioredoxin peroxidase 1	1
18917	Ubiquitin-conjugating enzyme E2	Thioredoxin-like protein	1
18918	Ubiquitin-conjugating enzyme E2	HAP protein	1
18919	Eukaryotic translation initiation factor 3 subunit C	Anamorsin homolog	1
18920	Eukaryotic translation initiation factor 3 subunit C	Lysophospholipase, putative	1
18921	Eukaryotic translation initiation factor 3 subunit C	60S ribosomal protein L10, putative	1
18922	Eukaryotic translation initiation factor 3 subunit C	60S ribosomal protein L30e, putative	1
18923	Eukaryotic translation initiation factor 3 subunit C	Dipeptidyl aminopeptidase 1	1
18924	Eukaryotic translation initiation factor 3 subunit C	Phosphoribosylpyrophosphate synthetase	1
18925	Eukaryotic translation initiation factor 3 subunit C	Glutamine synthetase, putative	1
18926	Eukaryotic translation initiation factor 3 subunit C	Inner membrane complex sub-compartment protein 3	1
18927	Eukaryotic translation initiation factor 3 subunit C	Pyridoxal 5'-phosphate synthase subunit Pdx1	1
18928	Eukaryotic translation initiation factor 3 subunit C	Nucleoside transporter 2	1
18929	Eukaryotic translation initiation factor 3 subunit C	Threonine--tRNA ligase	1
18930	Eukaryotic translation initiation factor 3 subunit C	Casein kinase 2, alpha subunit	1
18931	Eukaryotic translation initiation factor 3 subunit C	60S ribosomal protein L17, putative	1
18932	Eukaryotic translation initiation factor 3 subunit C	60S ribosomal protein L24, putative	1
18933	Eukaryotic translation initiation factor 3 subunit C	cAMP-dependent protein kinase regulatory subunit	1
18934	Eukaryotic translation initiation factor 3 subunit C	Ubiquitin-60S ribosomal protein L40	1
18935	Eukaryotic translation initiation factor 3 subunit C	GTP-binding nuclear protein Ran	1
18936	Eukaryotic translation initiation factor 3 subunit C	60S ribosomal protein L21	1
18937	Eukaryotic translation initiation factor 3 subunit C	Calcium-dependent protein kinase 4	1
18938	Eukaryotic translation initiation factor 3 subunit C	60S ribosomal protein L14, putative	1
18939	Eukaryotic translation initiation factor 3 subunit C	ATP-dependent RNA helicase UAP56	1
18940	Eukaryotic translation initiation factor 3 subunit C	Polyadenylate-binding protein	1
18941	Eukaryotic translation initiation factor 3 subunit C	Elongation factor 1-gamma, putative	1
18942	Eukaryotic translation initiation factor 3 subunit C	Protein transport protein SEC31	1
18943	Eukaryotic translation initiation factor 3 subunit C	Heat shock protein 110, putative	1
18944	Eukaryotic translation initiation factor 3 subunit C	HSP40, subfamily A, putative	1
18945	Eukaryotic translation initiation factor 3 subunit C	60S ribosomal protein L23	1
18946	Eukaryotic translation initiation factor 3 subunit C	Ring-infected erythrocyte surface antigen	1
18947	Eukaryotic translation initiation factor 3 subunit C	Thioredoxin peroxidase 1	1
18948	Eukaryotic translation initiation factor 3 subunit C	Thioredoxin-like protein	1
18949	Eukaryotic translation initiation factor 3 subunit C	HAP protein	1
18950	60S ribosomal protein L24, putative	Anamorsin homolog	1
18951	60S ribosomal protein L24, putative	Lysophospholipase, putative	1
18952	60S ribosomal protein L24, putative	60S ribosomal protein L10, putative	1
18953	60S ribosomal protein L24, putative	60S ribosomal protein L30e, putative	1
18954	60S ribosomal protein L24, putative	Dipeptidyl aminopeptidase 1	1
18955	60S ribosomal protein L24, putative	Phosphoribosylpyrophosphate synthetase	1
18956	60S ribosomal protein L24, putative	Glutamine synthetase, putative	1
18957	60S ribosomal protein L24, putative	Inner membrane complex sub-compartment protein 3	1
18958	60S ribosomal protein L24, putative	Pyridoxal 5'-phosphate synthase subunit Pdx1	1
